"Statistic Label","Age Group","Sex","Regional Authority Area","Year","UNIT","VALUE"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2000","Thousand","2"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2001","Thousand","2.2"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2002","Thousand","2.3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2003","Thousand","2.3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2004","Thousand","2.4"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2005","Thousand","2.6"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2006","Thousand","2.7"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2007","Thousand","2.9"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2008","Thousand","3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2009","Thousand","3.1"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2010","Thousand","3.2"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2011","Thousand","3.3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2012","Thousand","3.5"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2013","Thousand","3.6"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2014","Thousand","3.5"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2015","Thousand","3.6"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2016","Thousand","3.7"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-East","2017","Thousand","3.9"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","1996","Thousand","1.2"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","1997","Thousand","2.2"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","1998","Thousand","2.2"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","1999","Thousand","2.3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2000","Thousand","2.5"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2001","Thousand","2.5"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2002","Thousand","2.6"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2003","Thousand","2.6"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2004","Thousand","2.7"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2005","Thousand","2.8"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2006","Thousand","2.9"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2007","Thousand","2.9"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2008","Thousand","3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2009","Thousand","3.1"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2010","Thousand","3.3"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2011","Thousand","3.4"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2012","Thousand","3.5"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2013","Thousand","3.5"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2014","Thousand","3.6"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2015","Thousand","3.7"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2016","Thousand","3.7"
"Estimated Population (Persons in April)","85 years and over","Female","Mid-West","2017","Thousand","3.9"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","1996","Thousand","2.2"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","1997","Thousand","2.5"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","1998","Thousand","2.7"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","1999","Thousand","2.8"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2000","Thousand","2.9"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2001","Thousand","3"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2002","Thousand","3"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2003","Thousand","3"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2004","Thousand","3.2"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2005","Thousand","3.4"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2006","Thousand","3.6"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2007","Thousand","3.7"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2008","Thousand","3.9"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2009","Thousand","4.1"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2010","Thousand","4.3"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2011","Thousand","4.4"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2012","Thousand","4.5"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2013","Thousand","4.6"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2014","Thousand","4.6"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2015","Thousand","4.7"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2016","Thousand","4.9"
"Estimated Population (Persons in April)","85 years and over","Female","South-East","2017","Thousand","5"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","1996","Thousand","2.6"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","1997","Thousand","4"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","1998","Thousand","4.2"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","1999","Thousand","4.3"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2000","Thousand","4.3"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2001","Thousand","4.4"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2002","Thousand","4.6"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2003","Thousand","4.6"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2004","Thousand","4.7"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2005","Thousand","4.9"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2006","Thousand","5.1"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2007","Thousand","5.2"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2008","Thousand","5.5"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2009","Thousand","5.7"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2010","Thousand","5.9"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2011","Thousand","6.1"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2012","Thousand","6.3"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2013","Thousand","6.3"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2014","Thousand","6.5"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2015","Thousand","6.7"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2016","Thousand","6.8"
"Estimated Population (Persons in April)","85 years and over","Female","South-West","2017","Thousand","6.9"
"Estimated Population (Persons in April)","All ages","Both sexes","State","1996","Thousand","3626.1"
